"기준코인","대상코인","시점","상관계수"
"1INCH","FLOW",0,0.954
"1INCH","APT",0,0.941
"1INCH","MANA",0,0.938
"1INCH","MATIC",0,0.938
"1INCH","XTZ",0,0.937
"1INCH","AXS",0,0.931
"1INCH","GMT",0,0.927
"1INCH","SAND",0,0.921
"1INCH","ALGO",0,0.916
"1INCH","IMX",0,0.914
"1INCH","ANKR",0,0.899
"1INCH","ZIL",0,0.898
"1INCH","BAT",0,0.897
"1INCH","GRT",0,0.892
"1INCH","T",0,0.89
"1INCH","CHZ",0,0.887
"1INCH","BLUR",0,0.885
"1INCH","ATOM",0,0.881
"1INCH","BORA",0,0.88
"1INCH","SEI",0,0.87
"1INCH","TFUEL",0,0.856
"1INCH","EOS",0,0.854
"1INCH","IOST",0,0.85
"1INCH","ONT",0,0.837
"1INCH","XEM",0,0.824
"1INCH","MED",0,0.813
"1INCH","MASK",0,0.811
"1INCH","NEO",0,0.81
"1INCH","WAXP",0,0.806
"1INCH","CELO",0,0.79
"1INCH","HIVE",0,0.781
"1INCH","DKA",0,0.777
"1INCH","HPO",0,0.776
"1INCH","SUI",0,0.775
"1INCH","THETA",0,0.773
"1INCH","EGLD",0,0.767
"1INCH","DOT",0,0.761
"1INCH","ARB",0,0.753
"1INCH","QTUM",0,0.751
"1INCH","AHT",0,0.748
"1INCH","STRIKE",0,0.747
"1INCH","MOC",0,0.743
"1INCH","ICX",0,0.734
"1INCH","WAVES",0,0.728
"1INCH","QKC",0,0.725
"1INCH","SHIB",0,0.725
"1INCH","IQ",0,0.713
"1INCH","MVL",0,0.709
"1INCH","ETC",0,0.699
"1INCH","NEAR",0,0.691
"1INCH","HUNT",0,0.684
"1INCH","PUNDIX",0,0.668
"1INCH","CVC",0,0.661
"1INCH","ADA",0,0.654
"1INCH","DOGE",0,0.654
"1INCH","VET",0,0.639
"1INCH","IOTA",0,0.628
"1INCH","GLM",0,0.621
"1INCH","HBAR",0,0.608
"1INCH","AQT",0,0.602
"1INCH","BTT",0,0.6
"1INCH","TON",0,0.594
"1INCH","XEC",0,0.594
"1INCH","STX",0,0.59
"1INCH","ARDR",0,0.588
"1INCH","CRO",0,0.58
"1INCH","AVAX",0,0.563
"1INCH","UPP",0,0.557
"1INCH","BTG",0,0.546
"1INCH","STEEM",0,0.54
"1INCH","AERGO",0,0.525
"1INCH","JST",0,0.517
"1INCH","ETH",0,0.515
"1INCH","AAVE",0,0.512
"1INCH","CBK",0,0.485
"1INCH","ZRX",0,0.479
"1INCH","BSV",0,0.425
"1INCH","KNC",0,0.389
"1INCH","CRE",0,0.355
"1INCH","PYTH",0,-0.891
"1INCH","MINA",-1,0.693
"1INCH","LSK",1,0.654
"1INCH","FCT2",1,0.556
"1INCH","SSX",1,0.417
"1INCH","SOL",1,0.415
"1INCH","BTC",1,0.391
"1INCH","ID",-1,0.298
"1INCH","CTC",-2,0.343
"1INCH","ONG",4,0.536
"1INCH","MLK",-6,0.521
"1INCH","TT",6,0.5
"1INCH","ASTR",6,-0.182
"1INCH","SC",8,0.492
"1INCH","POWR",8,0.416
"1INCH","SXP",-12,0.617
"1INCH","KAVA",-12,0.507
"1INCH","POLYX",12,0.469
"1INCH","META",12,0.433
"1INCH","SBD",12,0.428
"1INCH","STORJ",12,0.413
"1INCH","STRAX",12,0.403
"1INCH","SNT",12,0.402
"1INCH","ORBS",12,0.4
"1INCH","LINK",12,0.397
"1INCH","ELF",12,0.368
"1INCH","MBL",12,0.368
"1INCH","GAS",12,0.274
"1INCH","ARK",12,0.222
"1INCH","STMX",12,0.222
"1INCH","MTL",12,0.162
"1INCH","TRX",12,0.153
"1INCH","STPT",12,0.134
"1INCH","GRS",-12,-0.126
"1INCH","LOOM",-12,-0.183
"1INCH","HIFI",-12,-0.192
"1INCH","XRP",-12,-0.198
"1INCH","XLM",-12,-0.304
"1INCH","BCH",-12,-0.345
"AAVE","SNT",0,0.905
"AAVE","AQT",0,0.901
"AAVE","ONG",0,0.898
"AAVE","JST",0,0.896
"AAVE","SBD",0,0.894
"AAVE","MBL",0,0.889
"AAVE","CRO",0,0.888
"AAVE","STRAX",0,0.888
"AAVE","LINK",0,0.873
"AAVE","STORJ",0,0.873
"AAVE","CBK",0,0.87
"AAVE","STEEM",0,0.861
"AAVE","TON",0,0.857
"AAVE","META",0,0.852
"AAVE","SOL",0,0.849
"AAVE","ZRX",0,0.849
"AAVE","QTUM",0,0.848
"AAVE","BTC",0,0.844
"AAVE","LSK",0,0.836
"AAVE","WAVES",0,0.836
"AAVE","AERGO",0,0.832
"AAVE","ADA",0,0.825
"AAVE","AVAX",0,0.82
"AAVE","BSV",0,0.816
"AAVE","NEO",0,0.812
"AAVE","EGLD",0,0.809
"AAVE","PUNDIX",0,0.803
"AAVE","NEAR",0,0.8
"AAVE","UPP",0,0.8
"AAVE","ELF",0,0.796
"AAVE","XEC",0,0.794
"AAVE","BLUR",0,0.788
"AAVE","IOTA",0,0.784
"AAVE","GRT",0,0.782
"AAVE","MVL",0,0.782
"AAVE","HUNT",0,0.781
"AAVE","ARK",0,0.777
"AAVE","DOT",0,0.777
"AAVE","CRE",0,0.774
"AAVE","ETH",0,0.772
"AAVE","MTL",0,0.772
"AAVE","VET",0,0.772
"AAVE","IMX",0,0.769
"AAVE","HBAR",0,0.767
"AAVE","BTG",0,0.765
"AAVE","STMX",0,0.763
"AAVE","QKC",0,0.762
"AAVE","TRX",0,0.751
"AAVE","THETA",0,0.75
"AAVE","TT",0,0.748
"AAVE","ETC",0,0.744
"AAVE","CELO",0,0.743
"AAVE","DOGE",0,0.743
"AAVE","ARDR",0,0.739
"AAVE","BTT",0,0.736
"AAVE","ONT",0,0.73
"AAVE","XEM",0,0.727
"AAVE","GAS",0,0.722
"AAVE","CVC",0,0.705
"AAVE","WAXP",0,0.703
"AAVE","MOC",0,0.695
"AAVE","SC",0,0.689
"AAVE","STX",0,0.686
"AAVE","BAT",0,0.671
"AAVE","STRIKE",0,0.648
"AAVE","DKA",0,0.643
"AAVE","GLM",0,0.642
"AAVE","AXS",0,0.616
"AAVE","ALGO",0,0.591
"AAVE","XTZ",0,0.584
"AAVE","TFUEL",0,0.582
"AAVE","IQ",0,0.574
"AAVE","BCH",0,0.569
"AAVE","FLOW",0,0.562
"AAVE","KNC",0,0.551
"AAVE","FCT2",0,0.538
"AAVE","SHIB",0,0.516
"AAVE","IOST",0,0.513
"AAVE","1INCH",0,0.512
"AAVE","GRS",0,0.504
"AAVE","AHT",0,0.503
"AAVE","MANA",0,0.5
"AAVE","ICX",0,0.482
"AAVE","XRP",0,0.477
"AAVE","ATOM",0,0.473
"AAVE","ANKR",0,0.464
"AAVE","MATIC",0,0.45
"AAVE","APT",0,0.426
"AAVE","SAND",0,0.395
"AAVE","ZIL",0,0.383
"AAVE","MLK",0,0.358
"AAVE","XLM",0,0.356
"AAVE","HIVE",0,0.328
"AAVE","CHZ",0,0.318
"AAVE","SXP",0,0.137
"AAVE","PYTH",0,-0.742
"AAVE","SEI",-1,0.606
"AAVE","SSX",-1,0.572
"AAVE","ID",-1,0.311
"AAVE","MINA",-1,0.262
"AAVE","CTC",-2,0.444
"AAVE","POWR",4,0.742
"AAVE","ASTR",5,-0.657
"AAVE","BORA",-6,0.361
"AAVE","ORBS",8,0.803
"AAVE","POLYX",8,0.662
"AAVE","STPT",8,0.647
"AAVE","MASK",-10,0.181
"AAVE","ARB",-12,0.641
"AAVE","GMT",-12,0.481
"AAVE","LOOM",12,0.466
"AAVE","SUI",-12,0.449
"AAVE","HIFI",12,0.446
"AAVE","T",-12,0.386
"AAVE","HPO",-12,0.236
"AAVE","MED",-12,0.19
"AAVE","EOS",-12,0.169
"AAVE","KAVA",12,-0.269
"ADA","AVAX",0,0.969
"ADA","DOT",0,0.954
"ADA","IMX",0,0.951
"ADA","BTT",0,0.945
"ADA","NEAR",0,0.941
"ADA","VET",0,0.92
"ADA","HBAR",0,0.901
"ADA","GRT",0,0.897
"ADA","SOL",0,0.893
"ADA","ETH",0,0.892
"ADA","IOTA",0,0.891
"ADA","EGLD",0,0.882
"ADA","BLUR",0,0.878
"ADA","CRO",0,0.877
"ADA","BTC",0,0.874
"ADA","ETC",0,0.862
"ADA","THETA",0,0.86
"ADA","CELO",0,0.856
"ADA","STX",0,0.854
"ADA","DOGE",0,0.85
"ADA","NEO",0,0.847
"ADA","ELF",0,0.845
"ADA","LSK",0,0.834
"ADA","LINK",0,0.832
"ADA","AAVE",0,0.825
"ADA","WAVES",0,0.825
"ADA","BTG",0,0.816
"ADA","SEI",0,0.815
"ADA","SC",0,0.813
"ADA","ARB",0,0.809
"ADA","QTUM",0,0.799
"ADA","ONT",0,0.797
"ADA","BSV",0,0.796
"ADA","MVL",0,0.788
"ADA","ALGO",0,0.783
"ADA","STRAX",0,0.779
"ADA","JST",0,0.778
"ADA","STORJ",0,0.778
"ADA","AQT",0,0.777
"ADA","AXS",0,0.776
"ADA","XEM",0,0.77
"ADA","BAT",0,0.761
"ADA","TON",0,0.752
"ADA","XTZ",0,0.744
"ADA","XEC",0,0.74
"ADA","SNT",0,0.738
"ADA","FLOW",0,0.735
"ADA","CBK",0,0.73
"ADA","MBL",0,0.728
"ADA","TRX",0,0.718
"ADA","UPP",0,0.716
"ADA","STEEM",0,0.708
"ADA","SUI",0,0.697
"ADA","WAXP",0,0.692
"ADA","GLM",0,0.664
"ADA","ATOM",0,0.661
"ADA","SHIB",0,0.659
"ADA","QKC",0,0.658
"ADA","1INCH",0,0.654
"ADA","TFUEL",0,0.652
"ADA","HUNT",0,0.651
"ADA","MANA",0,0.649
"ADA","ARDR",0,0.635
"ADA","MOC",0,0.632
"ADA","CVC",0,0.613
"ADA","IOST",0,0.611
"ADA","CRE",0,0.609
"ADA","SAND",0,0.6
"ADA","MATIC",0,0.595
"ADA","APT",0,0.594
"ADA","DKA",0,0.589
"ADA","TT",0,0.586
"ADA","MTL",0,0.584
"ADA","ANKR",0,0.575
"ADA","IQ",0,0.575
"ADA","CHZ",0,0.567
"ADA","STMX",0,0.567
"ADA","STRIKE",0,0.55
"ADA","GMT",0,0.547
"ADA","ICX",0,0.545
"ADA","ZIL",0,0.532
"ADA","BORA",0,0.504
"ADA","AHT",0,0.491
"ADA","MLK",0,0.461
"ADA","T",0,0.449
"ADA","GRS",0,0.386
"ADA","BCH",0,0.367
"ADA","MASK",0,0.35
"ADA","EOS",0,0.334
"ADA","HPO",0,0.331
"ADA","HIVE",0,0.324
"ADA","KNC",0,0.297
"ADA","XRP",0,0.295
"ADA","SXP",0,0.293
"ADA","MED",0,0.273
"ADA","XLM",0,0.197
"ADA","PYTH",0,-0.865
"ADA","MINA",-1,0.642
"ADA","ID",-1,0.478
"ADA","ASTR",2,-0.42
"ADA","POWR",4,0.723
"ADA","CTC",-8,0.257
"ADA","AERGO",11,0.707
"ADA","SBD",12,0.786
"ADA","ONG",12,0.763
"ADA","ZRX",12,0.741
"ADA","META",12,0.706
"ADA","PUNDIX",12,0.641
"ADA","ORBS",12,0.615
"ADA","ARK",12,0.589
"ADA","GAS",12,0.538
"ADA","POLYX",12,0.521
"ADA","SSX",12,0.415
"ADA","STPT",12,0.403
"ADA","FCT2",12,0.35
"ADA","HIFI",12,0.284
"ADA","LOOM",12,0.209
"ADA","KAVA",-12,0.082
"AERGO","MBL",0,0.901
"AERGO","PUNDIX",0,0.893
"AERGO","ONG",0,0.891
"AERGO","META",0,0.889
"AERGO","SBD",0,0.886
"AERGO","STEEM",0,0.882
"AERGO","QKC",0,0.864
"AERGO","AQT",0,0.863
"AERGO","CRO",0,0.86
"AERGO","JST",0,0.859
"AERGO","CBK",0,0.856
"AERGO","ARDR",0,0.848
"AERGO","HUNT",0,0.84
"AERGO","AAVE",0,0.832
"AERGO","ORBS",0,0.822
"AERGO","SNT",0,0.817
"AERGO","QTUM",0,0.8
"AERGO","STORJ",0,0.796
"AERGO","STRAX",0,0.796
"AERGO","MVL",0,0.791
"AERGO","UPP",0,0.764
"AERGO","DKA",0,0.763
"AERGO","NEO",0,0.761
"AERGO","WAXP",0,0.761
"AERGO","LSK",0,0.76
"AERGO","MOC",0,0.757
"AERGO","TT",0,0.753
"AERGO","STRIKE",0,0.746
"AERGO","LINK",0,0.738
"AERGO","SSX",0,0.736
"AERGO","XEM",0,0.728
"AERGO","CRE",0,0.724
"AERGO","DOGE",0,0.723
"AERGO","POLYX",0,0.716
"AERGO","GLM",0,0.704
"AERGO","WAVES",0,0.702
"AERGO","BAT",0,0.699
"AERGO","THETA",0,0.694
"AERGO","ONT",0,0.69
"AERGO","STMX",0,0.688
"AERGO","FCT2",0,0.682
"AERGO","IQ",0,0.678
"AERGO","MTL",0,0.674
"AERGO","BTC",0,0.671
"AERGO","GRT",0,0.667
"AERGO","KNC",0,0.644
"AERGO","TFUEL",0,0.642
"AERGO","SOL",0,0.637
"AERGO","ICX",0,0.631
"AERGO","ETH",0,0.613
"AERGO","HBAR",0,0.613
"AERGO","XEC",0,0.612
"AERGO","IOST",0,0.607
"AERGO","AHT",0,0.603
"AERGO","VET",0,0.603
"AERGO","CELO",0,0.602
"AERGO","IMX",0,0.589
"AERGO","ETC",0,0.578
"AERGO","POWR",0,0.578
"AERGO","FLOW",0,0.571
"AERGO","MANA",0,0.569
"AERGO","ANKR",0,0.55
"AERGO","XTZ",0,0.544
"AERGO","BSV",0,0.539
"AERGO","BTG",0,0.535
"AERGO","MATIC",0,0.535
"AERGO","1INCH",0,0.525
"AERGO","SC",0,0.522
"AERGO","SHIB",0,0.503
"AERGO","HIVE",0,0.501
"AERGO","STX",0,0.494
"AERGO","ZIL",0,0.49
"AERGO","BORA",0,0.468
"AERGO","T",0,0.399
"AERGO","CHZ",0,0.385
"AERGO","CTC",0,0.368
"AERGO","SEI",0,0.336
"AERGO","MASK",0,0.326
"AERGO","SXP",0,0.305
"AERGO","BCH",0,0.304
"AERGO","SUI",0,0.295
"AERGO","PYTH",0,-0.82
"AERGO","ZRX",1,0.918
"AERGO","CVC",-1,0.861
"AERGO","TRX",1,0.572
"AERGO","XRP",1,0.382
"AERGO","ID",-1,0.368
"AERGO","XLM",1,0.195
"AERGO","ASTR",-3,-0.43
"AERGO","TON",4,0.855
"AERGO","HPO",-4,0.457
"AERGO","GAS",5,0.788
"AERGO","HIFI",5,0.429
"AERGO","GRS",6,0.474
"AERGO","MINA",8,-0.424
"AERGO","BLUR",-9,0.673
"AERGO","MED",-9,0.35
"AERGO","ARK",10,0.819
"AERGO","ADA",-11,0.707
"AERGO","EGLD",-11,0.706
"AERGO","NEAR",-11,0.615
"AERGO","GMT",-11,0.553
"AERGO","SAND",-11,0.482
"AERGO","APT",-11,0.439
"AERGO","EOS",-11,0.304
"AERGO","IOTA",-12,0.701
"AERGO","AVAX",-12,0.686
"AERGO","ELF",-12,0.668
"AERGO","STPT",12,0.648
"AERGO","BTT",-12,0.644
"AERGO","DOT",-12,0.642
"AERGO","ALGO",-12,0.616
"AERGO","AXS",-12,0.598
"AERGO","ATOM",-12,0.585
"AERGO","MLK",-12,0.452
"AERGO","LOOM",12,0.434
"AERGO","ARB",-12,0.423
"AERGO","KAVA",12,-0.125
"AHT","MOC",0,0.864
"AHT","DKA",0,0.832
"AHT","TFUEL",0,0.815
"AHT","IQ",0,0.814
"AHT","QKC",0,0.813
"AHT","FCT2",0,0.811
"AHT","ANKR",0,0.81
"AHT","BAT",0,0.801
"AHT","HUNT",0,0.798
"AHT","WAXP",0,0.798
"AHT","MVL",0,0.784
"AHT","STRIKE",0,0.765
"AHT","IOST",0,0.761
"AHT","MANA",0,0.759
"AHT","XTZ",0,0.757
"AHT","1INCH",0,0.748
"AHT","MATIC",0,0.748
"AHT","FLOW",0,0.747
"AHT","HIVE",0,0.746
"AHT","T",0,0.746
"AHT","BORA",0,0.742
"AHT","PUNDIX",0,0.74
"AHT","UPP",0,0.74
"AHT","ZIL",0,0.732
"AHT","APT",0,0.729
"AHT","SHIB",0,0.726
"AHT","XEM",0,0.722
"AHT","MED",0,0.72
"AHT","CVC",0,0.708
"AHT","CHZ",0,0.701
"AHT","AXS",0,0.7
"AHT","QTUM",0,0.698
"AHT","GMT",0,0.695
"AHT","TT",0,0.693
"AHT","ALGO",0,0.692
"AHT","KNC",0,0.692
"AHT","NEO",0,0.685
"AHT","EOS",0,0.672
"AHT","GRT",0,0.672
"AHT","GLM",0,0.67
"AHT","AQT",0,0.667
"AHT","SAND",0,0.666
"AHT","ARDR",0,0.661
"AHT","DOGE",0,0.661
"AHT","THETA",0,0.66
"AHT","ONT",0,0.655
"AHT","CELO",0,0.651
"AHT","HPO",0,0.651
"AHT","IMX",0,0.645
"AHT","CBK",0,0.643
"AHT","ATOM",0,0.634
"AHT","CRE",0,0.628
"AHT","ICX",0,0.624
"AHT","BLUR",0,0.621
"AHT","WAVES",0,0.609
"AHT","TON",0,0.606
"AHT","AERGO",0,0.603
"AHT","JST",0,0.601
"AHT","MASK",0,0.597
"AHT","LSK",0,0.594
"AHT","EGLD",0,0.59
"AHT","STEEM",0,0.589
"AHT","ONG",0,0.577
"AHT","CRO",0,0.566
"AHT","ETC",0,0.556
"AHT","DOT",0,0.554
"AHT","XEC",0,0.55
"AHT","HBAR",0,0.54
"AHT","META",0,0.537
"AHT","SEI",0,0.537
"AHT","SSX",0,0.532
"AHT","ID",0,0.525
"AHT","ZRX",0,0.522
"AHT","STMX",0,0.515
"AHT","VET",0,0.514
"AHT","MBL",0,0.505
"AHT","AAVE",0,0.503
"AHT","ADA",0,0.491
"AHT","NEAR",0,0.485
"AHT","ORBS",0,0.485
"AHT","BTG",0,0.483
"AHT","ARB",0,0.482
"AHT","IOTA",0,0.481
"AHT","SNT",0,0.459
"AHT","SBD",0,0.439
"AHT","SUI",0,0.432
"AHT","BTT",0,0.425
"AHT","AVAX",0,0.409
"AHT","ETH",0,0.406
"AHT","STRAX",0,0.393
"AHT","STORJ",0,0.387
"AHT","STPT",0,0.363
"AHT","SOL",0,0.333
"AHT","ELF",0,0.293
"AHT","MTL",0,0.274
"AHT","PYTH",0,-0.894
"AHT","STX",1,0.445
"AHT","LINK",1,0.406
"AHT","BTC",1,0.354
"AHT","ARK",1,0.315
"AHT","GRS",1,0.203
"AHT","POLYX",2,0.51
"AHT","GAS",2,0.362
"AHT","TRX",2,0.206
"AHT","XRP",3,0.109
"AHT","CTC",3,-0.082
"AHT","SC",8,0.398
"AHT","POWR",9,0.328
"AHT","MLK",-11,0.368
"AHT","SXP",-12,0.481
"AHT","ASTR",12,0.39
"AHT","KAVA",-12,0.357
"AHT","BSV",12,0.308
"AHT","LOOM",12,0.163
"AHT","HIFI",12,0.16
"AHT","MINA",12,0.137
"AHT","XLM",-12,-0.116
"AHT","BCH",-12,-0.239
"ALGO","FLOW",0,0.958
"ALGO","AXS",0,0.946
"ALGO","MANA",0,0.929
"ALGO","SAND",0,0.917
"ALGO","1INCH",0,0.916
"ALGO","XTZ",0,0.916
"ALGO","IMX",0,0.913
"ALGO","APT",0,0.912
"ALGO","ATOM",0,0.912
"ALGO","MATIC",0,0.904
"ALGO","BAT",0,0.891
"ALGO","GMT",0,0.888
"ALGO","ANKR",0,0.876
"ALGO","GRT",0,0.873
"ALGO","DOT",0,0.867
"ALGO","NEO",0,0.864
"ALGO","ZIL",0,0.856
"ALGO","IOST",0,0.851
"ALGO","EGLD",0,0.85
"ALGO","XEM",0,0.848
"ALGO","BORA",0,0.839
"ALGO","BLUR",0,0.838
"ALGO","ONT",0,0.832
"ALGO","TFUEL",0,0.825
"ALGO","WAXP",0,0.825
"ALGO","THETA",0,0.82
"ALGO","T",0,0.819
"ALGO","CHZ",0,0.813
"ALGO","CELO",0,0.805
"ALGO","WAVES",0,0.802
"ALGO","EOS",0,0.798
"ALGO","NEAR",0,0.791
"ALGO","ADA",0,0.783
"ALGO","QTUM",0,0.772
"ALGO","BTT",0,0.77
"ALGO","DKA",0,0.759
"ALGO","IOTA",0,0.758
"ALGO","SHIB",0,0.757
"ALGO","MVL",0,0.75
"ALGO","STRIKE",0,0.742
"ALGO","MED",0,0.74
"ALGO","DOGE",0,0.731
"ALGO","HPO",0,0.73
"ALGO","VET",0,0.729
"ALGO","MOC",0,0.722
"ALGO","AVAX",0,0.719
"ALGO","MASK",0,0.716
"ALGO","QKC",0,0.713
"ALGO","HBAR",0,0.712
"ALGO","ETC",0,0.7
"ALGO","AHT",0,0.692
"ALGO","HIVE",0,0.69
"ALGO","ICX",0,0.686
"ALGO","IQ",0,0.686
"ALGO","HUNT",0,0.681
"ALGO","SUI",0,0.678
"ALGO","CRO",0,0.676
"ALGO","CVC",0,0.655
"ALGO","STX",0,0.643
"ALGO","AQT",0,0.641
"ALGO","XEC",0,0.628
"ALGO","ARDR",0,0.615
"ALGO","GLM",0,0.611
"ALGO","AAVE",0,0.591
"ALGO","UPP",0,0.579
"ALGO","BTG",0,0.566
"ALGO","CBK",0,0.566
"ALGO","ETH",0,0.563
"ALGO","TT",0,0.533
"ALGO","SOL",0,0.527
"ALGO","FCT2",0,0.517
"ALGO","BSV",0,0.48
"ALGO","BTC",0,0.478
"ALGO","CRE",0,0.402
"ALGO","KNC",0,0.36
"ALGO","PYTH",0,-0.836
"ALGO","SEI",-1,0.781
"ALGO","MINA",-1,0.627
"ALGO","ID",-1,0.366
"ALGO","ASTR",2,-0.777
"ALGO","POWR",5,0.492
"ALGO","MLK",-7,0.507
"ALGO","KAVA",-7,0.43
"ALGO","SC",8,0.545
"ALGO","CTC",-8,0.48
"ALGO","ELF",9,0.544
"ALGO","LSK",10,0.686
"ALGO","ARB",-12,0.724
"ALGO","PUNDIX",12,0.674
"ALGO","TON",12,0.639
"ALGO","ONG",12,0.636
"ALGO","AERGO",12,0.616
"ALGO","SBD",12,0.579
"ALGO","STEEM",12,0.579
"ALGO","JST",12,0.578
"ALGO","SXP",-12,0.578
"ALGO","ZRX",12,0.571
"ALGO","META",12,0.556
"ALGO","STORJ",12,0.546
"ALGO","STRAX",12,0.512
"ALGO","LINK",12,0.499
"ALGO","SNT",12,0.499
"ALGO","MBL",12,0.498
"ALGO","POLYX",12,0.48
"ALGO","SSX",12,0.478
"ALGO","ORBS",12,0.474
"ALGO","GAS",12,0.357
"ALGO","STMX",12,0.334
"ALGO","ARK",12,0.331
"ALGO","MTL",12,0.254
"ALGO","TRX",12,0.251
"ALGO","STPT",12,0.222
"ALGO","GRS",12,0.195
"ALGO","HIFI",12,0.116
"ALGO","LOOM",-12,-0.121
"ALGO","XRP",-12,-0.188
"ALGO","BCH",-12,-0.237
"ALGO","XLM",-12,-0.282
"ANKR","MANA",0,0.949
"ANKR","ZIL",0,0.944
"ANKR","MATIC",0,0.93
"ANKR","FLOW",0,0.926
"ANKR","IOST",0,0.922
"ANKR","SAND",0,0.919
"ANKR","APT",0,0.916
"ANKR","TFUEL",0,0.916
"ANKR","BORA",0,0.915
"ANKR","1INCH",0,0.899
"ANKR","BAT",0,0.898
"ANKR","GRT",0,0.895
"ANKR","EOS",0,0.889
"ANKR","XTZ",0,0.882
"ANKR","ATOM",0,0.881
"ANKR","AXS",0,0.88
"ANKR","ALGO",0,0.876
"ANKR","GMT",0,0.873
"ANKR","MED",0,0.871
"ANKR","CHZ",0,0.867
"ANKR","WAXP",0,0.86
"ANKR","HIVE",0,0.859
"ANKR","T",0,0.844
"ANKR","IMX",0,0.842
"ANKR","DKA",0,0.833
"ANKR","MASK",0,0.826
"ANKR","IQ",0,0.811
"ANKR","AHT",0,0.81
"ANKR","HPO",0,0.804
"ANKR","NEO",0,0.786
"ANKR","XEM",0,0.786
"ANKR","BLUR",0,0.781
"ANKR","SHIB",0,0.78
"ANKR","STRIKE",0,0.778
"ANKR","THETA",0,0.778
"ANKR","ONT",0,0.775
"ANKR","QKC",0,0.768
"ANKR","ICX",0,0.766
"ANKR","QTUM",0,0.748
"ANKR","MOC",0,0.741
"ANKR","EGLD",0,0.733
"ANKR","MVL",0,0.73
"ANKR","HUNT",0,0.727
"ANKR","CELO",0,0.721
"ANKR","WAVES",0,0.71
"ANKR","DOGE",0,0.707
"ANKR","GLM",0,0.705
"ANKR","CVC",0,0.701
"ANKR","PUNDIX",0,0.699
"ANKR","DOT",0,0.685
"ANKR","SEI",0,0.663
"ANKR","FCT2",0,0.645
"ANKR","ARDR",0,0.617
"ANKR","SUI",0,0.6
"ANKR","VET",0,0.595
"ANKR","IOTA",0,0.594
"ANKR","ETC",0,0.581
"ANKR","HBAR",0,0.577
"ANKR","XEC",0,0.576
"ANKR","ADA",0,0.575
"ANKR","LSK",0,0.575
"ANKR","NEAR",0,0.573
"ANKR","AQT",0,0.563
"ANKR","AERGO",0,0.55
"ANKR","CRO",0,0.549
"ANKR","TON",0,0.548
"ANKR","UPP",0,0.547
"ANKR","STEEM",0,0.545
"ANKR","ARB",0,0.544
"ANKR","TT",0,0.533
"ANKR","BTT",0,0.528
"ANKR","ONG",0,0.514
"ANKR","STX",0,0.503
"ANKR","JST",0,0.502
"ANKR","KNC",0,0.499
"ANKR","CBK",0,0.493
"ANKR","SSX",0,0.48
"ANKR","AVAX",0,0.466
"ANKR","AAVE",0,0.464
"ANKR","POLYX",0,0.461
"ANKR","ZRX",0,0.461
"ANKR","ETH",0,0.44
"ANKR","META",0,0.424
"ANKR","BTG",0,0.413
"ANKR","CRE",0,0.371
"ANKR","MBL",0,0.361
"ANKR","SNT",0,0.344
"ANKR","BTC",0,0.322
"ANKR","STRAX",0,0.318
"ANKR","SOL",0,0.286
"ANKR","POWR",0,0.267
"ANKR","BSV",0,0.259
"ANKR","STMX",0,0.238
"ANKR","MTL",0,0.169
"ANKR","STPT",0,0.112
"ANKR","PYTH",0,-0.888
"ANKR","ID",-1,0.37
"ANKR","MINA",-1,0.353
"ANKR","ASTR",-3,-0.35
"ANKR","MLK",-5,0.555
"ANKR","SC",8,0.403
"ANKR","GAS",9,0.246
"ANKR","ELF",10,0.263
"ANKR","CTC",-11,0.29
"ANKR","SXP",-12,0.658
"ANKR","KAVA",-12,0.52
"ANKR","ORBS",12,0.382
"ANKR","SBD",12,0.365
"ANKR","STORJ",12,0.327
"ANKR","LINK",12,0.318
"ANKR","ARK",12,0.19
"ANKR","XRP",-12,-0.14
"ANKR","GRS",-12,-0.15
"ANKR","TRX",-12,-0.163
"ANKR","LOOM",-12,-0.213
"ANKR","HIFI",-12,-0.214
"ANKR","XLM",-12,-0.254
"ANKR","BCH",-12,-0.378
"APT","MANA",0,0.951
"APT","MATIC",0,0.946
"APT","FLOW",0,0.945
"APT","SAND",0,0.944
"APT","1INCH",0,0.941
"APT","XTZ",0,0.934
"APT","AXS",0,0.921
"APT","GMT",0,0.918
"APT","ANKR",0,0.916
"APT","IMX",0,0.915
"APT","ALGO",0,0.912
"APT","ATOM",0,0.902
"APT","T",0,0.899
"APT","ZIL",0,0.896
"APT","BLUR",0,0.891
"APT","CHZ",0,0.89
"APT","EOS",0,0.89
"APT","GRT",0,0.886
"APT","BORA",0,0.885
"APT","SEI",0,0.859
"APT","BAT",0,0.851
"APT","TFUEL",0,0.851
"APT","IOST",0,0.843
"APT","MED",0,0.834
"APT","SUI",0,0.801
"APT","XEM",0,0.79
"APT","WAXP",0,0.78
"APT","ONT",0,0.772
"APT","NEO",0,0.771
"APT","EGLD",0,0.769
"APT","HIVE",0,0.761
"APT","HPO",0,0.759
"APT","ARB",0,0.743
"APT","THETA",0,0.735
"APT","CELO",0,0.734
"APT","DKA",0,0.733
"APT","SHIB",0,0.733
"APT","DOT",0,0.731
"APT","AHT",0,0.729
"APT","STRIKE",0,0.71
"APT","QTUM",0,0.702
"APT","WAVES",0,0.691
"APT","MOC",0,0.685
"APT","QKC",0,0.682
"APT","IQ",0,0.674
"APT","ICX",0,0.664
